"customer_id","request_id","request_date","source_currency","destination_currency","target_recipient_id","payment_type","amount_eur","transferTrust","daysPassed","forgetCoeff","senderExists","recipientExists","customerSendCount","customerReceiveCount","sendCoeff","receiveCoeff","idInCustomers","successTransferCoeff","fraudCoeff","suspCoeff","daysCoeff","decisionCoeff"
"47c96b44dece692917f1cf21b38dcdd29284e19d","909b09d0309b7aeede2f3614a4db428e1ebc0d91","24/09/2015","EUR","HUF","a07ce2cd7cd43000cd851b6bee159edc22a1be23","card",2208.8,0.5,20,0.983221108496486,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,815,0.5,0.5,0.75,0.5,0.0357449595039535
"dbda5c3d303d26d16018c7cde8723842769f017a","2178ede71c48d4e46aa41e4b10c22157d4e423c3","04/09/2015","USD","BRL","1fbcf034286c7de3b52aa99c2996d2c97677bbfa","ach",885.16,0.7,0,0.5,TRUE,FALSE,5,1,0.561231024154687,0.870550563296124,872,0.7,0.5,0.75,0.6,0.0269329716299689
"312d291146295a34a358eee69a36f3771b70c1d5","a47923250196cbb7133effd09388981019b03724","08/09/2015","EUR","PHP","7968d6a6ce4d51188b3405cc12370331f76f437b","card",1516.04,0.5,4,0.623683572263566,TRUE,FALSE,3,3,0.707106781186548,0.659753955386447,387,0.7,0.5,0.75,0.6,0.0229129956248066
"affdb94c21887b3b4ae2d7c3aa5f68eaf8254679","bb56b5b79e059aba818abd4e3327abb01de6a2cd","11/09/2015","EUR","PHP","3b3f1172cffd6dec34fcc8d628079d045365961d","card",1857.4,0.5,7,0.7062994740159,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,870,0.6,0.5,0.75,0.55,0.0262874684597072
"5dad295b91e6986eb211e107a142d4483c71d86f","c7dcb4965d3f9d57b7192395a8ed4ee4684ef344","17/09/2015","GBP","EUR","619b4ed66a2677db2be2763a4f78eeff684c735f","bank",1318.71,0.9,13,0.848899396453384,TRUE,FALSE,4,4,0.629960524947437,0.574349177498517,57,0.7,0.5,0.95,0.5,0.0459567943954974
"d3ab2640a9ff89cd7375f59fa6ca74a979236db4","c03b1e89ac26e79e11f8e605e6fca1db0f5251d8","19/09/2015","GBP","IDR","0be51d40e1563afc3ce3b81ac7a085e0f092b21b","card",28.26,0.5,15,0.890493172897762,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,1973,0.5,0.5,0.75,0.5,0.0323738395450562
"4e7d116a76479fcd42658626f1dc877649a01ca4","aecdaa21ff3d891e81094b5ed38a1615850b4447","18/09/2015","USD","EUR","936616afd5f237a6514a1cb83febb028ba00b1d5","ach",4294.81,0.7,14,0.870039475052563,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,15,0.5,0.5,0.75,0.5,0.0442823447822554
"7c1e700ffdb0a36314c845942b5279100578284a","5b308d4ba52ad857716b0553640c0c04eff3ae6f","15/09/2015","GBP","PKR","ddd7708d2c3de578607d4d4c0dfdc867fc727527","bank",131.6,0.9,11,0.804467190377085,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,1088,0.5,0.5,0.75,0.55,0.0579078102063896
"947610e280573e68ab427e7d1347c8ab476928a6","5a394e168993a49e4b4cf0bfd1388a89c066bc74","07/09/2015","GBP","EUR","f49af2c8681120a75ee13a2ed74c6176fc5327b8","card",765.98,0.5,3,0.594276335736093,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,9,0.5,0.5,0.95,0.6,0.0328394322748443
"6bd197776951e853e74aec499b3eb5889495e9b1","d176a6a034792336b99d372ccfd828e731bc7df9","07/09/2015","GBP","EUR","e045356c0a2a71eb4b78dca5368370b81699fd0d","card",378.35,0.5,3,0.594276335736093,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,191,0.6,0.5,0.95,0.6,0.030563228012831
"9f78e36aac5d371d503a24ce54596fb47b9129af","553504293663db1515eec56cb1e0029766739135","10/09/2015","EUR","PHP","b2d7981bcaf822519bdeb7f79f3e950b75cd27dc","card",1867.44,0.5,6,0.679664643992362,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,415,0.6,0.5,0.95,0.55,0.0320417997784301
"db0f7816a10ea3d5f1f633285ce11a06c8f05bcd","55b10d90f1e42023c1e40590944f523773bbd5b1","15/09/2015","EUR","PHP","c16de0a6eda50c8edac8adffad39d0b4bea74ad3","card",1004,0.5,11,0.804467190377085,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,753,0.6,0.5,0.95,0.55,0.0379254340654925
"9f78e36aac5d371d503a24ce54596fb47b9129af","64cd08175ebcdba4a9aff6b3f80dd779eb843572","09/09/2015","EUR","PHP","b2d7981bcaf822519bdeb7f79f3e950b75cd27dc","card",1907.6,0.5,5,0.652136008122465,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,415,0.6,0.5,0.95,0.55,0.0307440023330087
"21439dbfe8471a073dab7d7c8fcc274eb7f1d499","d274d55c7aee91aaf50176f221630f68d1eb1a9f","24/09/2015","GBP","INR","51e58435cd5e6ea87ab703e3504da1cc9dc1f2d4","bank",1045.55,0.9,20,0.983221108496486,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,299,0.6,0.5,0.95,0.5,0.0977982092028168
"c5042b63af45aac9ecb406a2a9bc258aa93bd591","a0946c4f50f45328938e578de174b7f299053b5c","17/09/2015","GBP","EUR","5d47fa136551bcf9fc0deb1eb070d0f48e980d6e","bank",92.85,0.9,13,0.848899396453384,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,3,0.6,0.5,0.95,0.5,0.0654874784344799
"db0f7816a10ea3d5f1f633285ce11a06c8f05bcd","620ab441c262bd4ffe296fb01111fbcb6c879b47","14/09/2015","EUR","PHP","c16de0a6eda50c8edac8adffad39d0b4bea74ad3","card",1305.2,0.5,10,0.781126651277491,TRUE,FALSE,2,2,0.7937005259841,0.757858283255199,753,0.6,0.5,0.95,0.55,0.0368250783427691
"dbda5c3d303d26d16018c7cde8723842769f017a","eaf12c06ae835505e04891ff56aa469207b53e07","08/09/2015","USD","BRL","f3ed7f221748ed6e6f74d2a6862fc892bd46c229","ach",885.16,0.7,4,0.623683572263566,TRUE,FALSE,5,4,0.561231024154687,0.574349177498517,872,0.7,0.5,0.75,0.6,0.0221646346407959
"7ed0ffbfd239ee20beb158d31978270d3534702c","39d7eeec4f39856be6ed743a890be29c6d3bd4ba","04/09/2015","GBP","INR","138a83ce1223eecf3711748513c9b29d85f79919","card",349.86,0.5,0,0.5,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,74,0.5,0.5,0.75,0.6,0.0218129732132869
"e665e2775047c7017705a94bf4fd7e0b69b36f61","c9ff782119231e726de09224a8522f403bbd2b02","22/09/2015","USD","INR","392015f917db5fbae4be368b3efcfe107cdc7944","ach",3343.88,0.7,18,0.947955243163094,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,1089,0.5,0.5,0.75,0.5,0.04824801876186
"b2e9eee7b1e4d204ef9e92c4601f797cd9b98bcc","71d7f8deaf89f8520d16f2696c875758c80acaf2","24/09/2015","USD","AUD","1e2a3668cf9368665bbf1c86af479bc74707a0f5","ach",389.47,0.7,20,0.983221108496486,TRUE,FALSE,1,1,0.890898718140339,0.870550563296124,108,0.5,0.5,0.75,0.5,0.0500429433055349
